
Predictions were generated on 19-Aug-2019 at 16:37:54 using AA 
 AeroAcoustics
Number of observers      :    1
Number of frequencies    :   34
     Time           	Obs1_Freq10         	Obs1_Freq12.5       	Obs1_Freq16         	Obs1_Freq20         	Obs1_Freq25         	Obs1_Freq31.5       	Obs1_Freq40         	Obs1_Freq50         	Obs1_Freq63         	Obs1_Freq80         	Obs1_Freq100        	Obs1_Freq125        	Obs1_Freq160        	Obs1_Freq200        	Obs1_Freq250        	Obs1_Freq315        	Obs1_Freq400        	Obs1_Freq500        	Obs1_Freq630        	Obs1_Freq800        	Obs1_Freq1000       	Obs1_Freq1250       	Obs1_Freq1600       	Obs1_Freq2000       	Obs1_Freq2500       	Obs1_Freq3150       	Obs1_Freq4000       	Obs1_Freq5000       	Obs1_Freq6300       	Obs1_Freq8000       	Obs1_Freq10000      	Obs1_Freq12500      	Obs1_Freq16000      	Obs1_Freq20000      
      (s)           	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 
         3.0000	  5.298881E+001	  5.164877E+001	  4.998787E+001	  4.859051E+001	  4.737602E+001	  4.618808E+001	  4.496577E+001	  4.410676E+001	  4.384122E+001	  4.426565E+001	  4.513014E+001	  4.625141E+001	  4.723299E+001	  4.748567E+001	  4.710841E+001	  4.626110E+001	  4.494993E+001	  4.351739E+001	  4.186631E+001	  3.997732E+001	  3.809935E+001	  3.616048E+001	  3.393893E+001	  3.183433E+001	  2.961289E+001	  2.716441E+001	  2.445223E+001	  2.173769E+001	  1.873293E+001	  1.541382E+001	  1.211190E+001	  8.607907E+000	  4.483295E+000	  5.141150E-001
         3.1000	  5.202191E+001	  5.149967E+001	  5.026717E+001	  4.901474E+001	  4.801422E+001	  4.719859E+001	  4.636340E+001	  4.559986E+001	  4.526753E+001	  4.556213E+001	  4.629739E+001	  4.729684E+001	  4.809488E+001	  4.818141E+001	  4.762798E+001	  4.669306E+001	  4.533224E+001	  4.386835E+001	  4.225690E+001	  4.039942E+001	  3.855593E+001	  3.663184E+001	  3.440231E+001	  3.227189E+001	  3.001000E+001	  2.750623E+001	  2.472378E+001	  2.193234E+001	  1.883750E+001	  1.541651E+001	  1.201529E+001	  8.413285E+000	  4.188985E+000	  1.437322E-001
         3.2000	  5.189842E+001	  5.078424E+001	  4.926287E+001	  4.779027E+001	  4.652605E+001	  4.548590E+001	  4.461939E+001	  4.407130E+001	  4.411557E+001	  4.479561E+001	  4.576214E+001	  4.678719E+001	  4.756969E+001	  4.767208E+001	  4.720229E+001	  4.624780E+001	  4.481135E+001	  4.330318E+001	  4.162815E+001	  3.971515E+001	  3.782019E+001	  3.586188E+001	  3.361217E+001	  3.147386E+001	  2.921201E+001	  2.671727E+001	  2.395515E+001	  2.119420E+001	  1.814404E+001	  1.478374E+001	  1.145129E+001	  7.926580E+000	  3.791843E+000	 -1.750911E-001
         3.3000	  4.916747E+001	  4.819956E+001	  4.679901E+001	  4.555568E+001	  4.469859E+001	  4.408982E+001	  4.355112E+001	  4.321232E+001	  4.344881E+001	  4.426137E+001	  4.520943E+001	  4.612629E+001	  4.691498E+001	  4.696814E+001	  4.632474E+001	  4.528024E+001	  4.380706E+001	  4.224111E+001	  4.048251E+001	  3.851761E+001	  3.658367E+001	  3.461229E+001	  3.237939E+001	  3.028330E+001	  2.808744E+001	  2.568337E+001	  2.303514E+001	  2.039498E+001	  1.747936E+001	  1.426110E+001	  1.105655E+001	  7.648072E+000	  3.621779E+000	 -2.685746E-001
         3.4000	  4.924965E+001	  4.830070E+001	  4.646528E+001	  4.480685E+001	  4.369912E+001	  4.313411E+001	  4.255968E+001	  4.209522E+001	  4.244888E+001	  4.346941E+001	  4.458133E+001	  4.543839E+001	  4.599666E+001	  4.603336E+001	  4.548294E+001	  4.455956E+001	  4.323308E+001	  4.169186E+001	  3.994772E+001	  3.799456E+001	  3.605591E+001	  3.408042E+001	  3.185371E+001	  2.977455E+001	  2.760425E+001	  2.523388E+001	  2.262679E+001	  2.002928E+001	  1.716007E+001	  1.398974E+001	  1.082763E+001	  7.457484E+000	  3.467421E+000	 -3.961823E-001
         3.5000	  4.882282E+001	  4.796281E+001	  4.640979E+001	  4.470028E+001	  4.350432E+001	  4.289185E+001	  4.246719E+001	  4.211801E+001	  4.241792E+001	  4.337003E+001	  4.443768E+001	  4.521601E+001	  4.559239E+001	  4.561930E+001	  4.516421E+001	  4.426879E+001	  4.304159E+001	  4.155182E+001	  3.980588E+001	  3.785536E+001	  3.591489E+001	  3.392879E+001	  3.168761E+001	  2.959766E+001	  2.741766E+001	  2.503629E+001	  2.241671E+001	  1.980728E+001	  1.692630E+001	  1.374519E+001	  1.057499E+001	  7.199222E+000	  3.206170E+000	 -6.571235E-001
         3.6000	  5.004830E+001	  4.962182E+001	  4.846655E+001	  4.694992E+001	  4.582770E+001	  4.504690E+001	  4.429006E+001	  4.348687E+001	  4.313125E+001	  4.349560E+001	  4.430694E+001	  4.517888E+001	  4.574446E+001	  4.584328E+001	  4.546217E+001	  4.459941E+001	  4.331578E+001	  4.189178E+001	  4.016526E+001	  3.823481E+001	  3.632876E+001	  3.436703E+001	  3.213491E+001	  3.003840E+001	  2.783979E+001	  2.542584E+001	  2.275817E+001	  2.009178E+001	  1.714160E+001	  1.388128E+001	  1.063393E+001	  7.182154E+000	  3.111213E+000	 -8.132853E-001
         3.7000	  5.163160E+001	  5.080238E+001	  4.983341E+001	  4.864388E+001	  4.712645E+001	  4.586195E+001	  4.493999E+001	  4.418811E+001	  4.354916E+001	  4.362368E+001	  4.432276E+001	  4.526226E+001	  4.618715E+001	  4.652347E+001	  4.613310E+001	  4.509922E+001	  4.365766E+001	  4.217058E+001	  4.045418E+001	  3.852211E+001	  3.663852E+001	  3.469719E+001	  3.247432E+001	  3.037069E+001	  2.815110E+001	  2.570169E+001	  2.298309E+001	  2.025704E+001	  1.723493E+001	  1.389324E+001	  1.056837E+001	  7.043107E+000	  2.901740E+000	 -1.072466E+000
         3.8000	  5.213337E+001	  5.071714E+001	  4.888776E+001	  4.728721E+001	  4.589293E+001	  4.462285E+001	  4.344583E+001	  4.266681E+001	  4.260059E+001	  4.328144E+001	  4.428248E+001	  4.531132E+001	  4.617992E+001	  4.639195E+001	  4.589704E+001	  4.477769E+001	  4.323266E+001	  4.162612E+001	  3.983564E+001	  3.786453E+001	  3.596534E+001	  3.401807E+001	  3.179980E+001	  2.970587E+001	  2.749798E+001	  2.506216E+001	  2.235929E+001	  1.964925E+001	  1.664445E+001	  1.332093E+001	  1.001318E+001	  6.505552E+000	  2.385324E+000	 -1.567180E+000
         3.9000	  5.193944E+001	  5.057349E+001	  4.878105E+001	  4.722379E+001	  4.589386E+001	  4.471249E+001	  4.361953E+001	  4.287367E+001	  4.283559E+001	  4.355795E+001	  4.458073E+001	  4.559889E+001	  4.641977E+001	  4.652514E+001	  4.596313E+001	  4.469150E+001	  4.280785E+001	  4.086994E+001	  3.885185E+001	  3.662648E+001	  3.453751E+001	  3.245490E+001	  3.014371E+001	  2.799146E+001	  2.573993E+001	  2.327597E+001	  2.056703E+001	  1.787803E+001	  1.492775E+001	  1.169898E+001	  8.514086E+000	  5.156872E+000	  1.223220E+000	 -2.555730E+000
         4.0000	  5.093809E+001	  4.969109E+001	  4.800785E+001	  4.658216E+001	  4.540342E+001	  4.437349E+001	  4.344137E+001	  4.290030E+001	  4.312264E+001	  4.406125E+001	  4.518146E+001	  4.629497E+001	  4.727974E+001	  4.727013E+001	  4.626245E+001	  4.464463E+001	  4.254295E+001	  4.036340E+001	  3.807217E+001	  3.564262E+001	  3.343270E+001	  3.126242E+001	  2.888991E+001	  2.670825E+001	  2.444731E+001	  2.199267E+001	  1.931591E+001	  1.667989E+001	  1.380696E+001	  1.067748E+001	  7.596063E+000	  4.344859E+000	  5.230570E-001	 -3.164932E+000
         4.1000	  4.925257E+001	  4.819134E+001	  4.669524E+001	  4.548752E+001	  4.454313E+001	  4.371869E+001	  4.297071E+001	  4.263300E+001	  4.305333E+001	  4.412014E+001	  4.533450E+001	  4.652427E+001	  4.749081E+001	  4.742963E+001	  4.634417E+001	  4.466290E+001	  4.266083E+001	  4.051294E+001	  3.816429E+001	  3.576237E+001	  3.356467E+001	  3.138690E+001	  2.899638E+001	  2.679964E+001	  2.452064E+001	  2.203980E+001	  1.932983E+001	  1.666006E+001	  1.375187E+001	  1.058828E+001	  7.479584E+000	  4.207408E+000	  3.709947E-001	 -3.322299E+000
         4.2000	  4.781677E+001	  4.834377E+001	  4.847053E+001	  4.825278E+001	  4.758772E+001	  4.651797E+001	  4.574864E+001	  4.529466E+001	  4.497905E+001	  4.497760E+001	  4.548728E+001	  4.624045E+001	  4.689328E+001	  4.683886E+001	  4.596043E+001	  4.439266E+001	  4.252861E+001	  4.059916E+001	  3.824294E+001	  3.587333E+001	  3.368559E+001	  3.150519E+001	  2.911600E+001	  2.693774E+001	  2.469096E+001	  2.224767E+001	  1.957432E+001	  1.693320E+001	  1.404590E+001	  1.089225E+001	  7.781662E+000	  4.498082E+000	  6.411849E-001	 -3.074125E+000
         4.3000	  4.428873E+001	  4.460657E+001	  4.537344E+001	  4.616569E+001	  4.620568E+001	  4.551339E+001	  4.491461E+001	  4.467830E+001	  4.471591E+001	  4.499674E+001	  4.558962E+001	  4.637699E+001	  4.695772E+001	  4.679220E+001	  4.597086E+001	  4.458086E+001	  4.276607E+001	  4.096172E+001	  3.876918E+001	  3.645080E+001	  3.430045E+001	  3.214525E+001	  2.976780E+001	  2.759282E+001	  2.535241E+001	  2.292053E+001	  2.025921E+001	  1.762602E+001	  1.474134E+001	  1.158256E+001	  8.458945E+000	  5.154258E+000	  1.265674E+000	 -2.483943E+000
         4.4000	  4.967548E+001	  4.889338E+001	  4.810895E+001	  4.780306E+001	  4.738362E+001	  4.638370E+001	  4.522799E+001	  4.462114E+001	  4.453000E+001	  4.472259E+001	  4.517521E+001	  4.588835E+001	  4.651461E+001	  4.642614E+001	  4.570595E+001	  4.451015E+001	  4.277406E+001	  4.099559E+001	  3.894465E+001	  3.666278E+001	  3.454295E+001	  3.242055E+001	  3.008237E+001	  2.794198E+001	  2.573609E+001	  2.334099E+001	  2.071545E+001	  1.811016E+001	  1.524659E+001	  1.209998E+001	  8.978450E+000	  5.667323E+000	  1.763001E+000	 -2.006948E+000
         4.5000	  5.074205E+001	  4.949158E+001	  4.781993E+001	  4.641539E+001	  4.525541E+001	  4.423798E+001	  4.330265E+001	  4.272817E+001	  4.286889E+001	  4.364478E+001	  4.459243E+001	  4.557735E+001	  4.644724E+001	  4.651556E+001	  4.587744E+001	  4.470040E+001	  4.292703E+001	  4.107015E+001	  3.904038E+001	  3.673629E+001	  3.461046E+001	  3.250139E+001	  3.019081E+001	  2.807763E+001	  2.589917E+001	  2.353357E+001	  2.093787E+001	  1.835717E+001	  1.551366E+001	  1.238051E+001	  9.264224E+000	  5.951367E+000	  2.037967E+000	 -1.745345E+000
         4.6000	  4.890187E+001	  4.733444E+001	  4.575117E+001	  4.454235E+001	  4.344275E+001	  4.235990E+001	  4.157015E+001	  4.150182E+001	  4.217908E+001	  4.333817E+001	  4.449573E+001	  4.561914E+001	  4.663415E+001	  4.673079E+001	  4.605464E+001	  4.484852E+001	  4.303342E+001	  4.112454E+001	  3.910213E+001	  3.679579E+001	  3.466492E+001	  3.255770E+001	  3.024946E+001	  2.813408E+001	  2.595105E+001	  2.358213E+001	  2.098602E+001	  1.840766E+001	  1.556914E+001	  1.244340E+001	  9.335266E+000	  6.030679E+000	  2.125224E+000	 -1.653067E+000
         4.7000	  4.940372E+001	  4.780094E+001	  4.615857E+001	  4.489948E+001	  4.377718E+001	  4.267455E+001	  4.176635E+001	  4.155519E+001	  4.207393E+001	  4.312716E+001	  4.423127E+001	  4.530772E+001	  4.620461E+001	  4.632067E+001	  4.581389E+001	  4.471094E+001	  4.290916E+001	  4.101967E+001	  3.904384E+001	  3.675968E+001	  3.462845E+001	  3.252688E+001	  3.023121E+001	  2.812875E+001	  2.596028E+001	  2.360978E+001	  2.103557E+001	  1.847883E+001	  1.566274E+001	  1.255923E+001	  9.470036E+000	  6.181798E+000	  2.290610E+000	 -1.478693E+000
         4.8000	  4.943891E+001	  4.788231E+001	  4.626687E+001	  4.501799E+001	  4.390632E+001	  4.281328E+001	  4.188535E+001	  4.162891E+001	  4.210247E+001	  4.312947E+001	  4.422140E+001	  4.527411E+001	  4.622052E+001	  4.637286E+001	  4.589603E+001	  4.488118E+001	  4.315263E+001	  4.130684E+001	  3.937453E+001	  3.714696E+001	  3.504187E+001	  3.296122E+001	  3.068160E+001	  2.858870E+001	  2.642653E+001	  2.408136E+001	  2.151230E+001	  1.895934E+001	  1.614517E+001	  1.304052E+001	  9.946669E+000	  6.649873E+000	  2.744662E+000	 -1.040998E+000
         4.9000	  4.954426E+001	  4.793378E+001	  4.627583E+001	  4.500246E+001	  4.387635E+001	  4.277852E+001	  4.185648E+001	  4.159978E+001	  4.205709E+001	  4.307019E+001	  4.415709E+001	  4.518818E+001	  4.612973E+001	  4.631258E+001	  4.585340E+001	  4.495117E+001	  4.339765E+001	  4.166738E+001	  3.979844E+001	  3.765396E+001	  3.559636E+001	  3.354829E+001	  3.129067E+001	  2.921262E+001	  2.706268E+001	  2.472781E+001	  2.216717E+001	  1.961929E+001	  1.680630E+001	  1.369715E+001	  1.059280E+001	  7.278878E+000	  3.347029E+000	 -4.689204E-001
         5.0000	  4.931878E+001	  4.771699E+001	  4.608449E+001	  4.484818E+001	  4.376976E+001	  4.276229E+001	  4.203743E+001	  4.201057E+001	  4.266541E+001	  4.376684E+001	  4.492697E+001	  4.606173E+001	  4.708239E+001	  4.723646E+001	  4.667866E+001	  4.563221E+001	  4.394889E+001	  4.219226E+001	  4.032936E+001	  3.817679E+001	  3.612840E+001	  3.407650E+001	  3.178843E+001	  2.965972E+001	  2.744255E+001	  2.502564E+001	  2.237183E+001	  1.973425E+001	  1.683099E+001	  1.363705E+001	  1.046577E+001	  7.099590E+000	  3.128167E+000	 -7.080066E-001
         5.1000	  5.030907E+001	  4.941167E+001	  4.800546E+001	  4.673528E+001	  4.571186E+001	  4.488579E+001	  4.419133E+001	  4.379877E+001	  4.401222E+001	  4.482261E+001	  4.585933E+001	  4.691474E+001	  4.768218E+001	  4.771104E+001	  4.716320E+001	  4.617650E+001	  4.466863E+001	  4.307112E+001	  4.132027E+001	  3.930554E+001	  3.733403E+001	  3.532042E+001	  3.303413E+001	  3.088036E+001	  2.861821E+001	  2.613873E+001	  2.340866E+001	  2.069295E+001	  1.770533E+001	  1.442476E+001	  1.117691E+001	  7.741226E+000	  3.702966E+000	 -1.843742E-001
         5.2000	  5.029502E+001	  4.947433E+001	  4.822595E+001	  4.715909E+001	  4.645617E+001	  4.593269E+001	  4.530298E+001	  4.468011E+001	  4.455817E+001	  4.505317E+001	  4.590690E+001	  4.690543E+001	  4.760328E+001	  4.757673E+001	  4.699159E+001	  4.605759E+001	  4.478156E+001	  4.340601E+001	  4.179226E+001	  3.995223E+001	  3.808493E+001	  3.614847E+001	  3.392147E+001	  3.180954E+001	  2.958355E+001	  2.713734E+001	  2.443753E+001	  2.174451E+001	  1.877203E+001	  1.549585E+001	  1.224055E+001	  8.786246E+000	  4.715793E+000	  7.910838E-001
         5.3000	  5.213974E+001	  5.150919E+001	  5.021174E+001	  4.895220E+001	  4.793656E+001	  4.708687E+001	  4.620753E+001	  4.539060E+001	  4.501432E+001	  4.526926E+001	  4.595410E+001	  4.688967E+001	  4.760645E+001	  4.761772E+001	  4.700717E+001	  4.600295E+001	  4.466921E+001	  4.328488E+001	  4.167857E+001	  3.986035E+001	  3.801587E+001	  3.609950E+001	  3.388885E+001	  3.178538E+001	  2.956261E+001	  2.711586E+001	  2.441345E+001	  2.171743E+001	  1.874201E+001	  1.546352E+001	  1.220721E+001	  8.753271E+000	  4.684767E+000	  7.628715E-001
         5.4000	  5.215687E+001	  5.119057E+001	  4.990287E+001	  4.854031E+001	  4.731651E+001	  4.625832E+001	  4.533982E+001	  4.469527E+001	  4.457878E+001	  4.511351E+001	  4.601608E+001	  4.711427E+001	  4.795367E+001	  4.800294E+001	  4.734272E+001	  4.631965E+001	  4.500544E+001	  4.362995E+001	  4.205783E+001	  4.028882E+001	  3.849329E+001	  3.660645E+001	  3.440690E+001	  3.229752E+001	  3.005432E+001	  2.757104E+001	  2.481465E+001	  2.205355E+001	  1.899646E+001	  1.562049E+001	  1.226511E+001	  8.709882E+000	  4.534211E+000	  5.261588E-001
         5.5000	  5.164880E+001	  5.003141E+001	  4.826909E+001	  4.682823E+001	  4.553458E+001	  4.431166E+001	  4.327905E+001	  4.289126E+001	  4.318536E+001	  4.408577E+001	  4.520915E+001	  4.640762E+001	  4.743106E+001	  4.768016E+001	  4.724055E+001	  4.615890E+001	  4.461051E+001	  4.308336E+001	  4.139056E+001	  3.951520E+001	  3.764999E+001	  3.571963E+001	  3.349143E+001	  3.136095E+001	  2.909602E+001	  2.658883E+001	  2.380704E+001	  2.102339E+001	  1.794691E+001	  1.455879E+001	  1.120257E+001	  7.658935E+000	  3.511318E+000	 -4.590952E-001
         5.6000	  5.112504E+001	  4.958090E+001	  4.789765E+001	  4.653169E+001	  4.532564E+001	  4.420284E+001	  4.327732E+001	  4.300737E+001	  4.344775E+001	  4.441855E+001	  4.552090E+001	  4.657686E+001	  4.750918E+001	  4.758551E+001	  4.685737E+001	  4.556602E+001	  4.369756E+001	  4.186772E+001	  3.995477E+001	  3.789216E+001	  3.592218E+001	  3.393305E+001	  3.167967E+001	  2.954962E+001	  2.730355E+001	  2.483500E+001	  2.211253E+001	  1.940065E+001	  1.641270E+001	  1.312689E+001	  9.870928E+000	  6.426825E+000	  2.383375E+000	 -1.500938E+000
         5.7000	  4.967370E+001	  4.774284E+001	  4.583484E+001	  4.442778E+001	  4.335546E+001	  4.249351E+001	  4.188126E+001	  4.191008E+001	  4.260721E+001	  4.383261E+001	  4.508104E+001	  4.615171E+001	  4.697164E+001	  4.699061E+001	  4.622863E+001	  4.485856E+001	  4.294695E+001	  4.106642E+001	  3.913145E+001	  3.700620E+001	  3.498983E+001	  3.295219E+001	  3.065106E+001	  2.848152E+001	  2.619916E+001	  2.369770E+001	  2.094900E+001	  1.822400E+001	  1.523887E+001	  1.197779E+001	  8.766906E+000	  5.388162E+000	  1.436027E+000	 -2.355036E+000
         5.8000	  5.083234E+001	  4.971358E+001	  4.786958E+001	  4.611108E+001	  4.481902E+001	  4.405061E+001	  4.337168E+001	  4.282204E+001	  4.308186E+001	  4.407414E+001	  4.525886E+001	  4.619128E+001	  4.676299E+001	  4.672059E+001	  4.597335E+001	  4.459599E+001	  4.280097E+001	  4.096005E+001	  3.904304E+001	  3.692683E+001	  3.492234E+001	  3.287835E+001	  3.056087E+001	  2.837513E+001	  2.607433E+001	  2.354870E+001	  2.076966E+001	  1.801309E+001	  1.499400E+001	  1.169904E+001	  8.460398E+000	  5.060240E+000	  1.093939E+000	 -2.700636E+000
         5.9000	  4.918458E+001	  4.835622E+001	  4.670058E+001	  4.506468E+001	  4.398192E+001	  4.346844E+001	  4.305363E+001	  4.273840E+001	  4.318634E+001	  4.430540E+001	  4.556327E+001	  4.656116E+001	  4.714387E+001	  4.705515E+001	  4.620514E+001	  4.475680E+001	  4.302550E+001	  4.123031E+001	  3.926794E+001	  3.717053E+001	  3.518377E+001	  3.314389E+001	  3.081993E+001	  2.862643E+001	  2.631470E+001	  2.377018E+001	  2.096261E+001	  1.817141E+001	  1.510846E+001	  1.176058E+001	  8.467755E+000	  5.012244E+000	  9.881838E-001	 -2.851443E+000
         6.0000	  4.328769E+001	  4.204942E+001	  4.083001E+001	  3.997181E+001	  3.955433E+001	  3.969363E+001	  4.043292E+001	  4.156297E+001	  4.302636E+001	  4.466063E+001	  4.612188E+001	  4.723386E+001	  4.775535E+001	  4.748826E+001	  4.650521E+001	  4.499189E+001	  4.323292E+001	  4.145078E+001	  3.945271E+001	  3.736527E+001	  3.538590E+001	  3.334623E+001	  3.101373E+001	  2.880840E+001	  2.648144E+001	  2.391663E+001	  2.108341E+001	  1.826412E+001	  1.516786E+001	  1.178139E+001	  8.449799E+000	  4.954712E+000	  8.887388E-001	 -2.984564E+000
         6.1000	  4.404582E+001	  4.267790E+001	  4.132784E+001	  4.034026E+001	  3.977258E+001	  3.978500E+001	  4.044550E+001	  4.154203E+001	  4.299558E+001	  4.462866E+001	  4.609082E+001	  4.725804E+001	  4.784102E+001	  4.759557E+001	  4.659737E+001	  4.508923E+001	  4.333500E+001	  4.155296E+001	  3.954583E+001	  3.747225E+001	  3.550447E+001	  3.347451E+001	  3.114938E+001	  2.894756E+001	  2.662012E+001	  2.405016E+001	  2.120655E+001	  1.837256E+001	  1.525559E+001	  1.184199E+001	  8.480798E+000	  4.953855E+000	  8.529947E-001	 -3.048762E+000
         6.2000	  4.526486E+001	  4.375539E+001	  4.224090E+001	  4.108446E+001	  4.028147E+001	  4.004987E+001	  4.052489E+001	  4.153254E+001	  4.293674E+001	  4.454585E+001	  4.600497E+001	  4.723476E+001	  4.794907E+001	  4.780562E+001	  4.684725E+001	  4.537702E+001	  4.365719E+001	  4.186674E+001	  3.985065E+001	  3.780606E+001	  3.586526E+001	  3.386377E+001	  3.156980E+001	  2.939311E+001	  2.708479E+001	  2.452711E+001	  2.168720E+001	  1.884636E+001	  1.570933E+001	  1.225935E+001	  8.849864E+000	  5.263244E+000	  1.088866E+000	 -2.879294E+000
         6.3000	  5.052824E+001	  4.901027E+001	  4.726707E+001	  4.582410E+001	  4.454719E+001	  4.342710E+001	  4.266676E+001	  4.266499E+001	  4.339034E+001	  4.462177E+001	  4.591139E+001	  4.712031E+001	  4.800606E+001	  4.803425E+001	  4.717748E+001	  4.569218E+001	  4.397103E+001	  4.219093E+001	  4.017522E+001	  3.813583E+001	  3.619899E+001	  3.420221E+001	  3.191266E+001	  2.973687E+001	  2.742458E+001	  2.485665E+001	  2.199909E+001	  1.913529E+001	  1.596878E+001	  1.248456E+001	  9.042972E+000	  5.428000E+000	  1.230800E+000	 -2.748109E+000
         6.4000	  5.100556E+001	  4.963708E+001	  4.789901E+001	  4.644184E+001	  4.520881E+001	  4.413756E+001	  4.329493E+001	  4.304423E+001	  4.351851E+001	  4.455543E+001	  4.572713E+001	  4.688927E+001	  4.777384E+001	  4.784299E+001	  4.714179E+001	  4.580120E+001	  4.407460E+001	  4.235486E+001	  4.040938E+001	  3.834811E+001	  3.639652E+001	  3.439308E+001	  3.210416E+001	  2.993599E+001	  2.764187E+001	  2.510375E+001	  2.228594E+001	  1.946625E+001	  1.635180E+001	  1.292631E+001	  9.540889E+000	  5.978829E+000	  1.830346E+000	 -2.117956E+000
         6.5000	  5.147333E+001	  5.038292E+001	  4.926390E+001	  4.865832E+001	  4.803977E+001	  4.694401E+001	  4.575066E+001	  4.515416E+001	  4.508866E+001	  4.531751E+001	  4.581433E+001	  4.658049E+001	  4.724831E+001	  4.716190E+001	  4.654856E+001	  4.553515E+001	  4.394756E+001	  4.232887E+001	  4.056861E+001	  3.852597E+001	  3.658116E+001	  3.458655E+001	  3.231919E+001	  3.018449E+001	  2.794199E+001	  2.547765E+001	  2.275304E+001	  2.003117E+001	  1.702453E+001	  1.371120E+001	  1.042377E+001	  6.945336E+000	  2.864463E+000	 -1.049652E+000
         6.6000	  5.154177E+001	  5.044820E+001	  4.918275E+001	  4.839775E+001	  4.791929E+001	  4.714213E+001	  4.596397E+001	  4.520531E+001	  4.506071E+001	  4.530760E+001	  4.574471E+001	  4.637692E+001	  4.697495E+001	  4.690532E+001	  4.632000E+001	  4.539658E+001	  4.393893E+001	  4.233814E+001	  4.058803E+001	  3.853874E+001	  3.653728E+001	  3.450459E+001	  3.222134E+001	  3.009453E+001	  2.788102E+001	  2.547062E+001	  2.282615E+001	  2.019879E+001	  1.730685E+001	  1.412472E+001	  1.096396E+001	  7.607267E+000	  3.644640E+000	 -1.852682E-001
         6.7000	  5.148967E+001	  5.042801E+001	  4.908566E+001	  4.813440E+001	  4.758956E+001	  4.705751E+001	  4.611846E+001	  4.524614E+001	  4.499331E+001	  4.528951E+001	  4.576013E+001	  4.631596E+001	  4.686828E+001	  4.679566E+001	  4.611488E+001	  4.509875E+001	  4.374476E+001	  4.229368E+001	  4.054172E+001	  3.853291E+001	  3.654206E+001	  3.452415E+001	  3.226253E+001	  3.016754E+001	  2.800084E+001	  2.565356E+001	  2.308718E+001	  2.054062E+001	  1.773530E+001	  1.463954E+001	  1.155058E+001	  8.252127E+000	  4.334157E+000	  5.253194E-001
         6.8000	  5.020163E+001	  4.926241E+001	  4.783971E+001	  4.654865E+001	  4.549671E+001	  4.461501E+001	  4.382375E+001	  4.331394E+001	  4.343548E+001	  4.415601E+001	  4.505868E+001	  4.596964E+001	  4.677902E+001	  4.677738E+001	  4.608566E+001	  4.507650E+001	  4.367823E+001	  4.217649E+001	  4.041700E+001	  3.843888E+001	  3.646860E+001	  3.448539E+001	  3.227085E+001	  3.021932E+001	  2.809450E+001	  2.578935E+001	  2.326510E+001	  2.075491E+001	  1.798195E+001	  1.491204E+001	  1.183927E+001	  8.549202E+000	  4.632122E+000	  8.176066E-001
         6.9000	  4.868823E+001	  4.770168E+001	  4.626431E+001	  4.507385E+001	  4.425523E+001	  4.364972E+001	  4.311388E+001	  4.281847E+001	  4.313351E+001	  4.401202E+001	  4.500363E+001	  4.596218E+001	  4.678754E+001	  4.681264E+001	  4.614460E+001	  4.513378E+001	  4.367721E+001	  4.209102E+001	  4.027227E+001	  3.822795E+001	  3.622982E+001	  3.421835E+001	  3.197207E+001	  2.988872E+001	  2.772608E+001	  2.537462E+001	  2.279666E+001	  2.023383E+001	  1.740667E+001	  1.428372E+001	  1.116614E+001	  7.837217E+000	  3.884946E+000	  4.576728E-002
         7.0000	  5.088911E+001	  5.044975E+001	  4.912245E+001	  4.772854E+001	  4.672472E+001	  4.604231E+001	  4.532544E+001	  4.454627E+001	  4.411704E+001	  4.433377E+001	  4.492235E+001	  4.572568E+001	  4.664554E+001	  4.685331E+001	  4.629328E+001	  4.516288E+001	  4.338361E+001	  4.156735E+001	  3.965557E+001	  3.745948E+001	  3.538626E+001	  3.331953E+001	  3.102247E+001	  2.888712E+001	  2.666261E+001	  2.423712E+001	  2.157411E+001	  1.892877E+001	  1.601961E+001	  1.282319E+001	  9.653951E+000	  6.294477E+000	  2.335590E+000	 -1.485645E+000
         7.1000	  5.085490E+001	  5.043538E+001	  4.911605E+001	  4.771036E+001	  4.669708E+001	  4.601195E+001	  4.529915E+001	  4.452686E+001	  4.410970E+001	  4.433952E+001	  4.495286E+001	  4.576870E+001	  4.667984E+001	  4.688423E+001	  4.630265E+001	  4.511829E+001	  4.330325E+001	  4.146953E+001	  3.953490E+001	  3.731803E+001	  3.523643E+001	  3.316045E+001	  3.085074E+001	  2.870155E+001	  2.646105E+001	  2.401694E+001	  2.133359E+001	  1.866978E+001	  1.574354E+001	  1.253315E+001	  9.355306E+000	  5.992061E+000	  2.034553E+000	 -1.781066E+000
