     Time           	_Obs1               	Bla1_Node1_Obs1     	Bla1_Node2_Obs1     	Bla1_Node3_Obs1     	Bla1_Node4_Obs1     	Bla1_Node5_Obs1     	Bla1_Node6_Obs1     	Bla1_Node7_Obs1     	Bla1_Node8_Obs1     	Bla1_Node9_Obs1     	Bla1_Node10_Obs1    	Bla1_Node11_Obs1    	Bla1_Node12_Obs1    	Bla1_Node13_Obs1    	Bla1_Node14_Obs1    	Bla1_Node15_Obs1    	Bla1_Node16_Obs1    	Bla1_Node17_Obs1    	Bla1_Node18_Obs1    	Bla1_Node19_Obs1    	Bla2_Node1_Obs1     	Bla2_Node2_Obs1     	Bla2_Node3_Obs1     	Bla2_Node4_Obs1     	Bla2_Node5_Obs1     	Bla2_Node6_Obs1     	Bla2_Node7_Obs1     	Bla2_Node8_Obs1     	Bla2_Node9_Obs1     	Bla2_Node10_Obs1    	Bla2_Node11_Obs1    	Bla2_Node12_Obs1    	Bla2_Node13_Obs1    	Bla2_Node14_Obs1    	Bla2_Node15_Obs1    	Bla2_Node16_Obs1    	Bla2_Node17_Obs1    	Bla2_Node18_Obs1    	Bla2_Node19_Obs1    	Bla3_Node1_Obs1     	Bla3_Node2_Obs1     	Bla3_Node3_Obs1     	Bla3_Node4_Obs1     	Bla3_Node5_Obs1     	Bla3_Node6_Obs1     	Bla3_Node7_Obs1     	Bla3_Node8_Obs1     	Bla3_Node9_Obs1     	Bla3_Node10_Obs1    	Bla3_Node11_Obs1    	Bla3_Node12_Obs1    	Bla3_Node13_Obs1    	Bla3_Node14_Obs1    	Bla3_Node15_Obs1    	Bla3_Node16_Obs1    	Bla3_Node17_Obs1    	Bla3_Node18_Obs1    	Bla3_Node19_Obs1    
      (s)           	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 
         5.0000	  4.625254E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.320013E+001	 -7.185209E+000	 -1.974347E+000	  1.247936E+000	  2.644564E+000	  6.582474E+000	  1.354732E+001	  1.739663E+001	  1.963142E+001	  2.128927E+001	  2.225135E+001	  2.011401E+001	  1.972485E+001	  1.743007E+001	  5.376112E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.014017E+001	 -4.197822E+000	 -1.333640E+000	 -1.618639E+000	  7.491458E+000	  1.235161E+001	  2.012802E+001	  2.088564E+001	  1.866467E+001	  1.320547E+001	  7.852812E+000	  2.318777E+001	  2.116110E+001	  1.906035E+001	  5.689408E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.385834E+001	 -9.219604E+000	 -2.238220E+000	  1.875107E+000	  3.079874E+000	  4.350113E+000	  6.158419E+000	  7.691754E+000	  9.333136E+000	  1.085579E+001	  1.192153E+001	  1.220750E+001	  1.252750E+001	  1.138991E+001	  4.980176E+000
         5.1000	  4.794226E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.296014E+001	 -6.967105E+000	 -1.876756E+000	  1.630400E+000	  3.281705E+000	  1.129557E+000	  1.259636E+001	  1.703341E+001	  1.997692E+001	  2.181464E+001	  2.279854E+001	  2.278055E+001	  2.038474E+001	  1.806487E+001	  5.297915E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.011643E+001	 -4.245384E+000	 -1.349665E+000	 -4.342098E+000	  6.980099E+000	  1.210068E+001	  1.515344E+001	  2.218890E+001	  2.398088E+001	  2.239812E+001	  2.306156E+001	  2.316214E+001	  2.319459E+001	  1.931061E+001	  5.232666E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.402073E+001	 -7.604459E+000	 -4.778803E+000	  1.894756E+000	  3.631072E+000	  4.849694E+000	  6.604443E+000	  7.986397E+000	  9.562512E+000	  1.106094E+001	  1.212958E+001	  1.240039E+001	  1.264292E+001	  1.151869E+001	  5.255037E+000
         5.2000	  4.865619E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.271673E+001	 -6.683211E+000	 -1.794591E+000	  1.906329E+000	  3.822137E+000	  5.512398E+000	  1.094275E+001	  1.630279E+001	  2.441099E+001	  2.223274E+001	  2.336256E+001	  2.338200E+001	  2.314279E+001	  1.873625E+001	  5.190583E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.010575E+001	 -4.230508E+000	 -1.452745E+000	 -3.449455E+000	  6.818151E+000	  1.190096E+001	  1.501286E+001	  2.192591E+001	  2.369074E+001	  2.224224E+001	  2.305110E+001	  2.337063E+001	  2.349047E+001	  2.166612E+001	  5.059163E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.408657E+001	 -6.959892E+000	 -8.281299E+000	  1.806729E+000	  5.213929E+000	  5.158687E+000	  6.817213E+000	  8.091509E+000	  9.551763E+000	  1.097328E+001	  1.187618E+001	  1.208003E+001	  1.233638E+001	  1.126285E+001	  5.470595E+000
         5.3000	  4.929928E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.249219E+001	 -6.494406E+000	 -1.647975E+000	  2.104908E+000	  4.271776E+000	  6.056182E+000	  7.845471E+000	  1.497909E+001	  2.379987E+001	  2.567960E+001	  2.387554E+001	  2.405906E+001	  2.399533E+001	  1.975627E+001	  5.076028E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.011068E+001	 -4.159717E+000	 -1.646888E+000	 -1.130421E+000	  7.132095E+000	  1.192863E+001	  1.495406E+001	  2.182248E+001	  2.397780E+001	  2.279253E+001	  2.320662E+001	  2.361012E+001	  2.380794E+001	  2.208952E+001	  4.963012E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.388077E+001	 -6.857926E+000	 -6.798050E+000	  1.670308E+000	  5.433726E+000	  5.328157E+000	  6.914978E+000	  8.114975E+000	  9.500866E+000	  1.079304E+001	  1.167517E+001	  1.181594E+001	  1.208423E+001	  1.115188E+001	  5.693931E+000
         5.4000	  4.902385E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.228805E+001	 -6.321548E+000	 -1.502721E+000	  2.270455E+000	  4.647944E+000	  6.551214E+000	  8.072708E+000	  1.596113E+001	  1.897726E+001	  1.898081E+001	  2.388913E+001	  2.461043E+001	  2.486449E+001	  2.305732E+001	  5.032473E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.012553E+001	 -4.129482E+000	 -2.064994E+000	  6.968332E-001	  7.746598E+000	  1.212263E+001	  1.510304E+001	  2.199755E+001	  2.451535E+001	  2.354245E+001	  2.340390E+001	  2.386027E+001	  2.412342E+001	  2.244174E+001	  5.146927E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.409793E+001	 -7.098440E+000	 -6.154438E+000	  1.292845E+000	  5.567923E+000	  5.572165E+000	  7.078834E+000	  8.273490E+000	  9.546209E+000	  1.082927E+001	  1.165159E+001	  1.180628E+001	  1.205174E+001	  1.108889E+001	  5.715055E+000
         5.5000	  4.794949E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.209011E+001	 -6.153771E+000	 -1.389882E+000	  2.396264E+000	  4.803471E+000	  6.673962E+000	  8.278795E+000	  1.422572E+001	  1.756340E+001	  1.765812E+001	  2.350287E+001	  2.457169E+001	  2.530166E+001	  2.400518E+001	  4.791282E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.005975E+001	 -4.051460E+000	 -2.465857E+000	  1.735639E+000	  8.099151E+000	  1.207238E+001	  1.970275E+001	  2.137351E+001	  2.005831E+001	  1.628966E+001	  1.061576E+001	  2.375638E+001	  2.402428E+001	  2.035599E+001	  5.514597E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.375391E+001	 -7.196184E+000	 -5.352057E+000	  7.637925E-001	  5.659253E+000	  5.910901E+000	  7.483572E+000	  8.699800E+000	  9.807817E+000	  1.094352E+001	  1.177966E+001	  1.189371E+001	  1.214714E+001	  1.115442E+001	  5.627669E+000
         5.6000	  4.747257E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.190730E+001	 -5.996526E+000	 -1.231246E+000	  2.504522E+000	  4.891606E+000	  6.760384E+000	  8.377908E+000	  1.331956E+001	  1.665432E+001	  1.667663E+001	  2.316223E+001	  2.428680E+001	  2.510048E+001	  2.429975E+001	  4.554381E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.004263E+001	 -4.109575E+000	 -3.529948E+000	  2.575576E+000	  8.188317E+000	  1.169974E+001	  1.932864E+001	  2.139468E+001	  2.012772E+001	  1.658857E+001	  1.615777E+001	  2.104123E+001	  2.122968E+001	  1.947503E+001	  5.598427E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.364488E+001	 -7.289840E+000	 -4.406768E+000	  1.081385E-001	  5.749030E+000	  6.426035E+000	  7.966084E+000	  9.426475E+000	  1.041637E+001	  1.137911E+001	  1.200222E+001	  1.207470E+001	  1.225343E+001	  1.117478E+001	  5.463227E+000
         5.7000	  4.627602E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.174386E+001	 -5.852356E+000	 -1.092148E+000	  2.614897E+000	  4.998565E+000	  6.887331E+000	  8.569239E+000	  1.182692E+001	  1.553836E+001	  1.561099E+001	  1.193566E+001	  2.389220E+001	  2.491550E+001	  2.418487E+001	  4.607830E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.013557E+001	 -4.319174E+000	 -4.316133E+000	  2.860466E+000	  7.973121E+000	  1.101024E+001	  1.856254E+001	  1.748998E+001	  1.647672E+001	  1.748346E+001	  1.592410E+001	  1.958590E+001	  1.972687E+001	  1.788865E+001	  5.793465E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.358626E+001	 -7.342382E+000	 -3.679588E+000	 -6.210459E-001	  5.854110E+000	  8.385348E+000	  8.734118E+000	  1.014412E+001	  1.141067E+001	  1.217349E+001	  1.263371E+001	  1.254488E+001	  1.259122E+001	  1.134543E+001	  5.221331E+000
         5.8000	  4.641030E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.158224E+001	 -5.706531E+000	 -9.550511E-001	  2.738072E+000	  5.136652E+000	  7.138928E+000	  8.809549E+000	  9.515321E+000	  1.458250E+001	  1.496805E+001	  1.153181E+001	  2.387310E+001	  2.498482E+001	  2.429640E+001	  4.768027E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.027415E+001	 -4.630676E+000	 -4.989524E+000	  2.881188E+000	  7.648374E+000	  1.030573E+001	  1.099308E+001	  1.799741E+001	  2.131902E+001	  1.844076E+001	  1.953871E+001	  1.802616E+001	  1.791024E+001	  1.570808E+001	  5.506624E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.351966E+001	 -7.319019E+000	 -3.352018E+000	 -1.374356E+000	  5.841703E+000	  8.933775E+000	  9.367071E+000	  1.107052E+001	  1.221368E+001	  1.320512E+001	  1.348569E+001	  1.313376E+001	  1.306967E+001	  1.164568E+001	  5.172041E+000
         5.9000	  4.589480E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.145591E+001	 -5.642388E+000	 -8.445784E-001	  2.834420E+000	  5.220714E+000	  7.242056E+000	  9.745269E+000	  5.073256E+000	  7.256422E+000	  5.742334E+000	  5.867012E+000	  2.403540E+001	  2.514687E+001	  2.443101E+001	  4.974300E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.044528E+001	 -5.022741E+000	 -7.023605E+000	  2.831473E+000	  7.243352E+000	  9.676564E+000	  1.029261E+001	  1.721244E+001	  2.072567E+001	  1.801934E+001	  1.653625E+001	  1.654454E+001	  1.627614E+001	  1.383966E+001	  4.926233E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.345306E+001	 -7.291836E+000	 -3.077322E+000	 -1.866153E+000	  6.034211E+000	  9.298671E+000	  9.890689E+000	  1.168994E+001	  1.297203E+001	  1.397675E+001	  1.455302E+001	  1.409343E+001	  1.383061E+001	  1.230421E+001	  5.551571E+000
         6.0000	  4.530082E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.099419E+001	 -5.637639E+000	 -7.755933E-001	  2.860172E+000	  5.177330E+000	  7.101799E+000	  9.950610E+000	  7.520077E+000	  8.330868E+000	  6.447039E+000	  6.345730E+000	  2.425282E+001	  2.528831E+001	  2.451589E+001	  5.171774E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.062951E+001	 -5.326525E+000	 -5.847740E+000	  2.632470E+000	  6.878515E+000	  9.171027E+000	  9.734580E+000	  1.177476E+001	  1.343811E+001	  1.477318E+001	  1.563949E+001	  1.562481E+001	  1.527499E+001	  1.291588E+001	  4.352435E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.339274E+001	 -7.421757E+000	 -2.818368E+000	 -2.317626E+000	  6.242525E+000	  9.609394E+000	  1.026267E+001	  1.211314E+001	  1.363779E+001	  1.462239E+001	  1.521310E+001	  1.493495E+001	  1.458319E+001	  1.297538E+001	  6.114512E+000
