141  NumCoords ! Number of coordinates 
! ......... x-y coordinates are next if NumCoords > 0 ............. 
! x-y coordinate of airfoil reference 
!  x/c        y/c 
0.250000 0.000000 
! coordinates of airfoil shape  
! ../../Deliver_FAST/CertTest/5MW_Baseline/AirfoilsModified/AF14Coords.txt 
! x/c      y/c  
1.000000 0.001235 
0.999482 0.001405 
0.997928 0.001916 
0.995343 0.002755 
0.991731 0.003900 
0.987100 0.005256 
0.981459 0.006821 
0.974820 0.008628 
0.967197 0.010677 
0.958606 0.012946 
0.949064 0.015435 
0.938591 0.018150 
0.927210 0.021078 
0.914943 0.024222 
0.901816 0.027577 
0.887856 0.031130 
0.873092 0.034866 
0.857555 0.038788 
0.841277 0.042881 
0.824291 0.047129 
0.806633 0.051501 
0.788340 0.055985 
0.769449 0.060555 
0.750000 0.065193 
0.730033 0.069860 
0.709588 0.074552 
0.688710 0.079249 
0.667440 0.083904 
0.645823 0.088495 
0.623904 0.092986 
0.601728 0.097312 
0.579341 0.101434 
0.556790 0.105335 
0.534121 0.108948 
0.511382 0.112245 
0.488618 0.115168 
0.465879 0.117641 
0.443210 0.119646 
0.420659 0.121098 
0.398272 0.121974 
0.376096 0.122212 
0.354177 0.121837 
0.332560 0.120911 
0.311290 0.119483 
0.290412 0.117575 
0.269967 0.115221 
0.250000 0.112463 
0.230551 0.109318 
0.211660 0.105824 
0.193367 0.102008 
0.175709 0.097905 
0.158723 0.093542 
0.142445 0.088940 
0.126908 0.084135 
0.112144 0.079149 
0.098184 0.074011 
0.085057 0.068752 
0.072790 0.063392 
0.061409 0.057974 
0.050936 0.052522 
0.041394 0.047068 
0.032803 0.041653 
0.025180 0.036341 
0.018541 0.031134 
0.012900 0.025984 
0.008269 0.020899 
0.004657 0.015894 
0.002072 0.010871 
0.000518 0.005424 
0.000000 0.000000 
0.000000 0.000000 
0.000518 -0.004742 
0.002072 -0.009327 
0.004657 -0.013732 
0.008269 -0.017893 
0.012900 -0.021971 
0.018541 -0.026040 
0.025180 -0.030098 
0.032803 -0.034094 
0.041394 -0.037995 
0.050936 -0.041787 
0.061409 -0.045476 
0.072790 -0.049052 
0.085057 -0.052517 
0.098184 -0.055860 
0.112144 -0.059058 
0.126908 -0.062085 
0.142445 -0.064917 
0.158723 -0.067533 
0.175709 -0.069910 
0.193367 -0.072020 
0.211660 -0.073842 
0.230551 -0.075366 
0.250000 -0.076560 
0.269967 -0.077412 
0.290412 -0.077894 
0.311290 -0.077990 
0.332560 -0.077682 
0.354177 -0.076963 
0.376096 -0.075818 
0.398272 -0.074215 
0.420659 -0.072101 
0.443210 -0.069492 
0.465879 -0.066428 
0.488618 -0.062974 
0.511382 -0.059169 
0.534121 -0.055060 
0.556790 -0.050705 
0.579341 -0.046152 
0.601728 -0.041470 
0.623904 -0.036701 
0.645823 -0.031930 
0.667440 -0.027226 
0.688710 -0.022667 
0.709588 -0.018324 
0.730033 -0.014248 
0.750000 -0.010491 
0.769449 -0.007112 
0.788340 -0.004141 
0.806633 -0.001587 
0.824291 0.000548 
0.841277 0.002243 
0.857555 0.003561 
0.873092 0.004518 
0.887856 0.005098 
0.901816 0.005416 
0.914943 0.005428 
0.927210 0.005210 
0.938591 0.004812 
0.949064 0.004265 
0.958606 0.003622 
0.967197 0.002917 
0.974820 0.002179 
0.981459 0.001454 
0.987100 0.000751 
0.991731 0.000103 
0.995343 -0.000473 
0.997928 -0.000893 
0.999482 -0.001149 
1.000000 -0.001235 
