141  NumCoords ! Number of coordinates 
! ......... x-y coordinates are next if NumCoords > 0 ............. 
! x-y coordinate of airfoil reference 
!  x/c        y/c 
0.250000 0.000000 
! coordinates of airfoil shape  
! ../../Deliver_FAST/CertTest/5MW_Baseline/AirfoilsModified/AF9Coords.txt 
! x/c      y/c  
1.000000 0.002295 
0.999482 0.002444 
0.997928 0.002889 
0.995343 0.003628 
0.991731 0.004654 
0.987100 0.005966 
0.981459 0.007546 
0.974820 0.009370 
0.967197 0.011423 
0.958606 0.013698 
0.949064 0.016179 
0.938591 0.018878 
0.927210 0.021791 
0.914943 0.024909 
0.901816 0.028234 
0.887856 0.031764 
0.873092 0.035480 
0.857555 0.039381 
0.841277 0.043435 
0.824291 0.047646 
0.806633 0.051995 
0.788340 0.056460 
0.769449 0.061028 
0.750000 0.065665 
0.730033 0.070362 
0.709588 0.075094 
0.688710 0.079845 
0.667440 0.084579 
0.645823 0.089269 
0.623904 0.093881 
0.601728 0.098378 
0.579341 0.102736 
0.556790 0.106923 
0.534121 0.110897 
0.511382 0.114635 
0.488618 0.118084 
0.465879 0.121229 
0.443210 0.124029 
0.420659 0.126414 
0.398272 0.128374 
0.376096 0.129866 
0.354177 0.130813 
0.332560 0.131159 
0.311290 0.130896 
0.290412 0.130027 
0.269967 0.128572 
0.250000 0.126520 
0.230551 0.123863 
0.211660 0.120630 
0.193367 0.116878 
0.175709 0.112658 
0.158723 0.108037 
0.142445 0.103051 
0.126908 0.097741 
0.112144 0.092153 
0.098184 0.086310 
0.085057 0.080259 
0.072790 0.074040 
0.061409 0.067698 
0.050936 0.061269 
0.041394 0.054800 
0.032803 0.048340 
0.025180 0.041930 
0.018541 0.035631 
0.012900 0.029483 
0.008269 0.023542 
0.004657 0.017858 
0.002072 0.012328 
0.000518 0.006341 
0.000000 0.000000 
0.000000 0.000000 
0.000518 -0.006321 
0.002072 -0.012879 
0.004657 -0.019448 
0.008269 -0.026056 
0.012900 -0.032818 
0.018541 -0.039815 
0.025180 -0.047014 
0.032803 -0.054334 
0.041394 -0.061701 
0.050936 -0.069052 
0.061409 -0.076369 
0.072790 -0.083596 
0.085057 -0.090707 
0.098184 -0.097674 
0.112144 -0.104428 
0.126908 -0.110893 
0.142445 -0.116991 
0.158723 -0.122686 
0.175709 -0.127893 
0.193367 -0.132551 
0.211660 -0.136558 
0.230551 -0.139818 
0.250000 -0.142220 
0.269967 -0.143673 
0.290412 -0.144121 
0.311290 -0.143554 
0.332560 -0.141996 
0.354177 -0.139513 
0.376096 -0.136166 
0.398272 -0.132010 
0.420659 -0.127128 
0.443210 -0.121601 
0.465879 -0.115448 
0.488618 -0.108786 
0.511382 -0.101685 
0.534121 -0.094232 
0.556790 -0.086518 
0.579341 -0.078596 
0.601728 -0.070573 
0.623904 -0.062531 
0.645823 -0.054557 
0.667440 -0.046762 
0.688710 -0.039233 
0.709588 -0.032074 
0.730033 -0.025355 
0.750000 -0.019165 
0.769449 -0.013570 
0.788340 -0.008633 
0.806633 -0.004380 
0.824291 -0.000826 
0.841277 0.002056 
0.857555 0.004297 
0.873092 0.005928 
0.887856 0.006993 
0.901816 0.007561 
0.914943 0.007679 
0.927210 0.007403 
0.938591 0.006819 
0.949064 0.005974 
0.958606 0.004962 
0.967197 0.003840 
0.974820 0.002663 
0.981459 0.001514 
0.987100 0.000449 
0.991731 -0.000492 
0.995343 -0.001263 
0.997928 -0.001832 
0.999482 -0.002179 
1.000000 -0.002295 
