! Boundary layer characteristics at the trailing edge for the airfoil coordinates of C:/Material/Projects/Aeroacoustics/openfast-noise-test/5MW_Baseline/AirfoilsModified/AF13Coords.txt
! Legend: aoa - angle of attack (deg), Re - Reynolds number (-, millions), PS - pressure side, SS - suction side,  Ue_Vinf - edge velocity (-), Dstar - displacement thickness (-), Theta - momentum thickness (-) Cf  - friction coefficient (-)
2 	 ReListBL   -  Number of Reynolds numbers (it corresponds to the number of tables)
20 	 aoaListBL  -  Number of angles of attack (it corresponds to the number of rows in each table)
3.00 	   -  Re
aoa 	 	 Ue_Vinf_SS 	 Ue_Vinf_PS 	  Dstar_SS 	 	  Dstar_PS 	 	  Theta_SS 	 	  Theta_PS 	 	    Cf_SS 	 	    Cf_PS
(deg) 	 	 	 (-) 	 	 	 (-) 	 	 	 (-) 	 	 	 (-) 	 	 	 (-) 	 	 	 (-) 	 	 	 (-) 	 	 	 (-)
-5.00000 	 9.21740e-01 	 8.91560e-01 	 5.06200e-03 	 6.05300e-03 	 3.20500e-03 	 3.62700e-03 	 1.45800e-03 	 1.13900e-03 
-3.68421 	 9.23650e-01 	 8.94940e-01 	 5.63600e-03 	 6.70700e-03 	 3.49300e-03 	 3.93100e-03 	 1.34900e-03 	 1.05200e-03 
-2.36842 	 9.25280e-01 	 8.98200e-01 	 6.29500e-03 	 7.45500e-03 	 3.80800e-03 	 4.26000e-03 	 1.23500e-03 	 9.61000e-04 
-1.05263 	 9.26680e-01 	 9.01400e-01 	 7.07200e-03 	 8.33100e-03 	 4.15800e-03 	 4.62100e-03 	 1.11400e-03 	 8.63000e-04 
0.26316 	 9.27860e-01 	 9.04560e-01 	 7.98200e-03 	 9.35000e-03 	 4.54000e-03 	 5.01000e-03 	 9.87000e-04 	 7.60000e-04 
1.57895 	 9.28960e-01 	 9.07850e-01 	 9.07700e-03 	 1.05660e-02 	 4.96400e-03 	 5.43400e-03 	 8.54000e-04 	 6.51000e-04 
2.89474 	 9.30100e-01 	 9.11410e-01 	 1.03940e-02 	 1.20170e-02 	 5.42400e-03 	 5.88500e-03 	 7.15000e-04 	 5.39000e-04 
4.21053 	 9.31550e-01 	 9.15580e-01 	 1.20280e-02 	 1.38010e-02 	 5.92600e-03 	 6.36600e-03 	 5.72000e-04 	 4.22000e-04 
5.52632 	 9.33730e-01 	 9.20810e-01 	 1.40930e-02 	 1.60310e-02 	 6.46000e-03 	 6.85800e-03 	 4.25000e-04 	 3.04000e-04 
6.84211 	 9.37360e-01 	 9.27940e-01 	 1.67800e-02 	 1.89010e-02 	 7.00000e-03 	 7.32600e-03 	 2.77000e-04 	 1.84000e-04 
8.15789 	 9.44230e-01 	 9.39160e-01 	 2.05900e-02 	 2.29130e-02 	 7.48400e-03 	 7.68300e-03 	 1.24000e-04 	 5.50000e-05 
9.47368 	 9.66910e-01 	 9.65770e-01 	 2.75460e-02 	 3.01170e-02 	 7.40700e-03 	 7.45800e-03 	 1.00000e-06 	 -1.00000e-06 
10.78947 	 9.97720e-01 	 9.95250e-01 	 3.97190e-02 	 4.25200e-02 	 7.48500e-03 	 7.62400e-03 	 -3.00000e-06 	 -3.00000e-06 
12.10526 	 1.02264e+00 	 1.01991e+00 	 5.44790e-02 	 5.75000e-02 	 7.90900e-03 	 8.10100e-03 	 -3.00000e-06 	 -3.00000e-06 
13.42105 	 1.04491e+00 	 1.04220e+00 	 7.25370e-02 	 7.58230e-02 	 8.64900e-03 	 8.88700e-03 	 -2.00000e-06 	 -2.00000e-06 
14.73684 	 1.06500e+00 	 1.06246e+00 	 9.36840e-02 	 9.72790e-02 	 9.56700e-03 	 9.84100e-03 	 -2.00000e-06 	 -2.00000e-06 
16.05263 	 1.08300e+00 	 1.08066e+00 	 1.17282e-01 	 1.21207e-01 	 1.06030e-02 	 1.09070e-02 	 -2.00000e-06 	 -2.00000e-06 
