141  NumCoords ! Number of coordinates 
! ......... x-y coordinates are next if NumCoords > 0 ............. 
! x-y coordinate of airfoil reference 
!  x/c        y/c 
0.250000 0.000000 
! coordinates of airfoil shape  
! ../../Deliver_FAST/CertTest/5MW_Baseline/AirfoilsModified/AF17Coords.txt 
! x/c      y/c  
1.000000 0.000353 
0.999482 0.000527 
0.997928 0.001048 
0.995343 0.001913 
0.991731 0.003114 
0.987100 0.004487 
0.981459 0.006039 
0.974820 0.007818 
0.967197 0.009831 
0.958606 0.012066 
0.949064 0.014524 
0.938591 0.017213 
0.927210 0.020130 
0.914943 0.023274 
0.901816 0.026641 
0.887856 0.030222 
0.873092 0.034005 
0.857555 0.037981 
0.841277 0.042135 
0.824291 0.046454 
0.806633 0.050898 
0.788340 0.055455 
0.769449 0.060100 
0.750000 0.064809 
0.730033 0.069519 
0.709588 0.074225 
0.688710 0.078902 
0.667440 0.083514 
0.645823 0.088027 
0.623904 0.092403 
0.601728 0.096574 
0.579341 0.100511 
0.556790 0.104193 
0.534121 0.107572 
0.511382 0.110618 
0.488618 0.113286 
0.465879 0.115530 
0.443210 0.117355 
0.420659 0.118626 
0.398272 0.119288 
0.376096 0.119261 
0.354177 0.118629 
0.332560 0.117483 
0.311290 0.115874 
0.290412 0.113833 
0.269967 0.111391 
0.250000 0.108580 
0.230551 0.105424 
0.211660 0.101949 
0.193367 0.098182 
0.175709 0.094153 
0.158723 0.089892 
0.142445 0.085401 
0.126908 0.080723 
0.112144 0.075882 
0.098184 0.070906 
0.085057 0.065814 
0.072790 0.060622 
0.061409 0.055378 
0.050936 0.050098 
0.041394 0.044806 
0.032803 0.039540 
0.025180 0.034368 
0.018541 0.029260 
0.012900 0.024258 
0.008269 0.019367 
0.004657 0.014570 
0.002072 0.009803 
0.000518 0.004940 
0.000000 0.000000 
0.000000 0.000000 
0.000518 -0.004736 
0.002072 -0.009358 
0.004657 -0.013626 
0.008269 -0.017490 
0.012900 -0.021126 
0.018541 -0.024620 
0.025180 -0.028002 
0.032803 -0.031250 
0.041394 -0.034405 
0.050936 -0.037452 
0.061409 -0.040397 
0.072790 -0.043239 
0.085057 -0.045976 
0.098184 -0.048589 
0.112144 -0.051082 
0.126908 -0.053449 
0.142445 -0.055673 
0.158723 -0.057743 
0.175709 -0.059637 
0.193367 -0.061351 
0.211660 -0.062867 
0.230551 -0.064172 
0.250000 -0.065247 
0.269967 -0.066077 
0.290412 -0.066644 
0.311290 -0.066926 
0.332560 -0.066903 
0.354177 -0.066552 
0.376096 -0.065835 
0.398272 -0.064681 
0.420659 -0.062980 
0.443210 -0.060786 
0.465879 -0.058190 
0.488618 -0.055305 
0.511382 -0.052150 
0.534121 -0.048769 
0.556790 -0.045208 
0.579341 -0.041508 
0.601728 -0.037716 
0.623904 -0.033869 
0.645823 -0.030016 
0.667440 -0.026213 
0.688710 -0.022506 
0.709588 -0.018934 
0.730033 -0.015529 
0.750000 -0.012318 
0.769449 -0.009365 
0.788340 -0.006672 
0.806633 -0.004247 
0.824291 -0.002095 
0.841277 -0.000298 
0.857555 0.001231 
0.873092 0.002497 
0.887856 0.003401 
0.901816 0.004136 
0.914943 0.004553 
0.927210 0.004742 
0.938591 0.004725 
0.949064 0.004520 
0.958606 0.004161 
0.967197 0.003671 
0.974820 0.003087 
0.981459 0.002470 
0.987100 0.001814 
0.991731 0.001158 
0.995343 0.000500 
0.997928 0.000028 
0.999482 -0.000258 
1.000000 -0.000353 
