141  NumCoords ! Number of coordinates 
! ......... x-y coordinates are next if NumCoords > 0 ............. 
! x-y coordinate of airfoil reference 
!  x/c        y/c 
0.250000 0.000000 
! coordinates of airfoil shape  
! ../../Deliver_FAST/CertTest/5MW_Baseline/AirfoilsModified/AF5Coords.txt 
! x/c      y/c  
1.000000 0.003470 
0.999482 0.003635 
0.997928 0.004128 
0.995343 0.004950 
0.991731 0.006101 
0.987100 0.007596 
0.981459 0.009430 
0.974820 0.011587 
0.967197 0.014056 
0.958606 0.016834 
0.949064 0.019904 
0.938591 0.023261 
0.927210 0.026908 
0.914943 0.030856 
0.901816 0.035135 
0.887856 0.039710 
0.873092 0.044592 
0.857555 0.049774 
0.841277 0.055228 
0.824291 0.060966 
0.806633 0.066945 
0.788340 0.073138 
0.769449 0.079524 
0.750000 0.086080 
0.730033 0.092779 
0.709588 0.099596 
0.688710 0.106470 
0.667440 0.113385 
0.645823 0.120298 
0.623904 0.127153 
0.601728 0.133911 
0.579341 0.140536 
0.556790 0.146946 
0.534121 0.153089 
0.511382 0.158906 
0.488618 0.164325 
0.465879 0.169311 
0.443210 0.173832 
0.420659 0.177831 
0.398272 0.181309 
0.376096 0.184215 
0.354177 0.186518 
0.332560 0.188247 
0.311290 0.189350 
0.290412 0.189786 
0.269967 0.189499 
0.250000 0.188450 
0.230551 0.186572 
0.211660 0.183848 
0.193367 0.180329 
0.175709 0.176029 
0.158723 0.170996 
0.142445 0.165288 
0.126908 0.158916 
0.112144 0.151946 
0.098184 0.144412 
0.085057 0.136309 
0.072790 0.127703 
0.061409 0.118639 
0.050936 0.109109 
0.041394 0.099207 
0.032803 0.088988 
0.025180 0.078511 
0.018541 0.067805 
0.012900 0.056892 
0.008269 0.045961 
0.004657 0.034588 
0.002072 0.021168 
0.000518 0.009626 
0.000000 0.000000 
0.000000 0.000000 
0.000518 -0.009793 
0.002072 -0.021424 
0.004657 -0.034002 
0.008269 -0.045472 
0.012900 -0.056764 
0.018541 -0.068058 
0.025180 -0.079228 
0.032803 -0.090321 
0.041394 -0.101405 
0.050936 -0.112391 
0.061409 -0.123211 
0.072790 -0.133755 
0.085057 -0.143949 
0.098184 -0.153758 
0.112144 -0.163085 
0.126908 -0.171886 
0.142445 -0.180113 
0.158723 -0.187681 
0.175709 -0.194533 
0.193367 -0.200613 
0.211660 -0.205793 
0.230551 -0.209964 
0.250000 -0.212970 
0.269967 -0.214718 
0.290412 -0.215151 
0.311290 -0.214267 
0.332560 -0.212092 
0.354177 -0.208722 
0.376096 -0.204198 
0.398272 -0.198597 
0.420659 -0.192024 
0.443210 -0.184581 
0.465879 -0.176299 
0.488618 -0.167293 
0.511382 -0.157677 
0.534121 -0.147548 
0.556790 -0.137073 
0.579341 -0.126371 
0.601728 -0.115595 
0.623904 -0.104872 
0.645823 -0.094290 
0.667440 -0.083953 
0.688710 -0.073934 
0.709588 -0.064318 
0.730033 -0.055176 
0.750000 -0.046580 
0.769449 -0.038595 
0.788340 -0.031270 
0.806633 -0.024669 
0.824291 -0.018815 
0.841277 -0.013715 
0.857555 -0.009388 
0.873092 -0.005780 
0.887856 -0.002897 
0.901816 -0.000646 
0.914943 0.001034 
0.927210 0.002163 
0.938591 0.002820 
0.949064 0.003030 
0.958606 0.002834 
0.967197 0.002307 
0.974820 0.001492 
0.981459 0.000539 
0.987100 -0.000468 
0.991731 -0.001445 
0.995343 -0.002301 
0.997928 -0.002946 
0.999482 -0.003339 
1.000000 -0.003470 
