141  NumCoords ! Number of coordinates 
! ......... x-y coordinates are next if NumCoords > 0 ............. 
! x-y coordinate of airfoil reference 
!  x/c        y/c 
0.250000 0.000000 
! coordinates of airfoil shape  
! ../../Deliver_FAST/CertTest/5MW_Baseline/AirfoilsModified/AF2Coords.txt 
! x/c      y/c  
1.000000 0.000000 
0.999482 0.008871 
0.997928 0.035467 
0.995343 0.067050 
0.991731 0.090069 
0.987100 0.112592 
0.981459 0.134776 
0.974820 0.156670 
0.967197 0.178109 
0.958606 0.199177 
0.949064 0.219817 
0.938591 0.240052 
0.927210 0.259758 
0.914943 0.278965 
0.901816 0.297540 
0.887856 0.315518 
0.873092 0.332849 
0.857555 0.349491 
0.841277 0.365407 
0.824291 0.380566 
0.806633 0.394933 
0.788340 0.408482 
0.769449 0.421183 
0.750000 0.433013 
0.730033 0.443942 
0.709588 0.453949 
0.688710 0.463012 
0.667440 0.471118 
0.645823 0.478251 
0.623904 0.484401 
0.601728 0.489533 
0.579341 0.493654 
0.556790 0.496763 
0.534121 0.498823 
0.511382 0.499863 
0.488618 0.499863 
0.465879 0.498823 
0.443210 0.496763 
0.420659 0.493654 
0.398272 0.489533 
0.376096 0.484401 
0.354177 0.478251 
0.332560 0.471118 
0.311290 0.463012 
0.290412 0.453949 
0.269967 0.443942 
0.250000 0.433013 
0.230551 0.421185 
0.211660 0.408483 
0.193367 0.394932 
0.175709 0.380561 
0.158723 0.365402 
0.142445 0.349488 
0.126908 0.332855 
0.112144 0.315539 
0.098184 0.297552 
0.085057 0.278946 
0.072790 0.259775 
0.061409 0.240072 
0.050936 0.219842 
0.041394 0.199180 
0.032803 0.178106 
0.025180 0.156636 
0.018541 0.134884 
0.012900 0.112802 
0.008269 0.090508 
0.004657 0.068049 
0.002072 0.045343 
0.000518 0.022557 
0.000000 0.000000 
0.000000 0.000000 
0.000518 -0.022557 
0.002072 -0.045343 
0.004657 -0.068049 
0.008269 -0.090508 
0.012900 -0.112802 
0.018541 -0.134884 
0.025180 -0.156636 
0.032803 -0.178106 
0.041394 -0.199180 
0.050936 -0.219842 
0.061409 -0.240072 
0.072790 -0.259775 
0.085057 -0.278946 
0.098184 -0.297552 
0.112144 -0.315539 
0.126908 -0.332855 
0.142445 -0.349488 
0.158723 -0.365402 
0.175709 -0.380561 
0.193367 -0.394932 
0.211660 -0.408483 
0.230551 -0.421185 
0.250000 -0.433013 
0.269967 -0.443942 
0.290412 -0.453949 
0.311290 -0.463012 
0.332560 -0.471118 
0.354177 -0.478251 
0.376096 -0.484401 
0.398272 -0.489533 
0.420659 -0.493654 
0.443210 -0.496763 
0.465879 -0.498823 
0.488618 -0.499863 
0.511382 -0.499863 
0.534121 -0.498823 
0.556790 -0.496763 
0.579341 -0.493654 
0.601728 -0.489533 
0.623904 -0.484401 
0.645823 -0.478251 
0.667440 -0.471118 
0.688710 -0.463012 
0.709588 -0.453949 
0.730033 -0.443942 
0.750000 -0.433013 
0.769449 -0.421183 
0.788340 -0.408482 
0.806633 -0.394933 
0.824291 -0.380566 
0.841277 -0.365407 
0.857555 -0.349491 
0.873092 -0.332849 
0.887856 -0.315518 
0.901816 -0.297540 
0.914943 -0.278965 
0.927210 -0.259758 
0.938591 -0.240052 
0.949064 -0.219817 
0.958606 -0.199177 
0.967197 -0.178109 
0.974820 -0.156670 
0.981459 -0.134776 
0.987100 -0.112592 
0.991731 -0.090069 
0.995343 -0.067050 
0.997928 -0.035467 
0.999482 -0.008871 
1.000000 0.000000 
